Text,Compound,Positive,Negative,Neutral,sentiment
I drowned again,-0.5994,0.0,0.661,0.339,negative
"When it's hot, pay for the waterfall facing the open sea",-0.1027,0.0,0.123,0.877,negative
unique water drop into sea directly but river used local pungent smell noticeable,-0.1406,0.0,0.114,0.886,negative
cramped dirty,-0.4404,0.0,0.744,0.256,negative
visit madura arrived here quite bagus place but access go bit hard bc we stepped hidup root,-0.1531,0.0,0.091,0.909,negative
visit madura arrived here quite bagus place but access go bit hard bc we stepped hidup root,-0.1531,0.0,0.091,0.909,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
"Look at the beauty of the land, consider the waterfall to go down to the sea, the water of the waterfall is dirty, dirty, and guarded",-0.25,0.117,0.178,0.706,negative
criticism,-0.4404,0.0,1.0,0.0,negative
murky loss,-0.3182,0.0,0.697,0.303,negative
nice waterfall scenery straight to the sea estuary gag disappointed,-0.2023,0.29,0.34,0.37,negative
the flow of the waterfall is really fast in the rainy season,-0.0772,0.0,0.106,0.894,negative
dirty brown waterfall,-0.4404,0.0,0.592,0.408,negative
murky loss,-0.3182,0.0,0.697,0.303,negative
okay parking facilities dirty water logistics,-0.25,0.216,0.33,0.455,negative
"toro waterfall is a must-visit tour for tourists, the location of the dangers of waterfalls, unfortunately, toro waterfalls know the people of toro pull waterfalls",-0.6808,0.0,0.196,0.804,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
loss,-0.3182,0.0,1.0,0.0,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
entrance ticket pay for parking afa culinary,-0.1027,0.0,0.189,0.811,negative
"looking at the waterfall, doubtful, the waterfall is high, meters, walk for a while, park the waterfall, immediately need trekking",-0.34,0.0,0.112,0.888,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
the location of the roadside in the rainy season is muddy and slippery,-0.0772,0.0,0.098,0.902,negative
wrong uni waterfall straight beautiful sea flow spoiled the eye wrong tour reliable unit sampang district madura seldom meet,-0.1027,0.215,0.23,0.556,negative
dirty place,-0.4404,0.0,0.744,0.256,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
"damn, the sunset is really bad",-0.7574,0.0,0.619,0.381,negative
muddy water in the rainy season the volume of water is afraid,-0.0772,0.0,0.106,0.894,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
although distance from surabaya here god damn around kilometers but believe that worth waterfall drop directly into sea unique but remember can swim hole below waterfall,-0.1531,0.128,0.148,0.724,negative
disappointed,-0.4767,0.0,1.0,0.0,negative
unique water drop into sea directly but river used local pungent smell noticeable,-0.1406,0.0,0.114,0.886,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
cramped dirty,-0.4404,0.0,0.744,0.256,negative
"looking at the waterfall, doubtful, the waterfall is high, meters, walk for a while, park the waterfall, immediately need trekking",-0.34,0.0,0.112,0.888,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
dirty clean place,-0.0516,0.409,0.439,0.152,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
What rubbish are you disappointed?,-0.4767,0.0,0.437,0.563,negative
"based on the results of interviews with the residents of Toro Waterfall, save the story of the husband and wife, Sayyid Abdullah Siti Marwah, Buju Panyeppen, the wife's grave, the husband's grave",-0.25,0.086,0.139,0.775,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
"access there is difficult unfortunately the road is ugly narrow at night, dark lights",-0.802,0.0,0.427,0.573,negative
What rubbish are you disappointed?,-0.4767,0.0,0.437,0.563,negative
okay parking facilities dirty water logistics,-0.25,0.216,0.33,0.455,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
place flood sad nice horror advice rainy season sunset waterfall beach,-0.6486,0.156,0.453,0.391,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
go there and eat the victim,-0.2732,0.0,0.296,0.704,negative
criticism,-0.4404,0.0,1.0,0.0,negative
although distance from surabaya here god damn around kilometers but believe that worth waterfall drop directly into sea unique but remember can swim hole below waterfall,-0.1531,0.128,0.148,0.724,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
pay,-0.1027,0.0,1.0,0.0,negative
different dirty photos,-0.4404,0.0,0.592,0.408,negative
adorable place which bagus spot for relax take picture access easy but road from bangkal area not bagus condition we must drive carefully but still must go place once before die,-0.1531,0.198,0.137,0.665,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
nice waterfall scenery straight to the sea estuary gag disappointed,-0.2023,0.29,0.34,0.37,negative
pay parking stalls welcome toilet advice bathing waterfall category in danger sharp coral bwt gkbs swimming want to bathe mending beach,-0.128,0.165,0.184,0.651,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
pay,-0.1027,0.0,1.0,0.0,negative
okay parking facilities dirty water logistics,-0.25,0.216,0.33,0.455,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
place flood sad nice horror advice rainy season sunset waterfall beach,-0.6486,0.156,0.453,0.391,negative
"When it's hot, pay for the waterfall facing the open sea",-0.1027,0.0,0.123,0.877,negative
different dirty photos,-0.4404,0.0,0.592,0.408,negative
wrong uni waterfall straight beautiful sea flow spoiled the eye wrong tour reliable unit sampang district madura seldom meet,-0.1027,0.215,0.23,0.556,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
"When it's hot, pay for the waterfall facing the open sea",-0.1027,0.0,0.123,0.877,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
dirty clean place,-0.0516,0.409,0.439,0.152,negative
"Sumenep North Waterfall Need to fight through the forest is quiet, the road is Jalan Ketapang, Malan stays at gas station, one homestay, morning water",-0.3818,0.0,0.098,0.902,negative
cramped dirty,-0.4404,0.0,0.744,0.256,negative
okay parking facilities dirty water logistics,-0.25,0.216,0.33,0.455,negative
long drive from bangkal with uneven surface dirty murky water not space take photos wasn expecting that actually worst than photos hidup google search would not recommend place for visit,-0.8446,0.0,0.252,0.748,negative
although distance from surabaya here god damn around kilometers but believe that worth waterfall drop directly into sea unique but remember can swim hole below waterfall,-0.1531,0.128,0.148,0.724,negative
long drive from bangkal with uneven surface dirty murky water not space take photos wasn expecting that actually worst than photos hidup google search would not recommend place for visit,-0.8446,0.0,0.252,0.748,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
wrong uni waterfall straight beautiful sea flow spoiled the eye wrong tour reliable unit sampang district madura seldom meet,-0.1027,0.215,0.23,0.556,negative
murky loss,-0.3182,0.0,0.697,0.303,negative
although distance from surabaya here god damn around kilometers but believe that worth waterfall drop directly into sea unique but remember can swim hole below waterfall,-0.1531,0.128,0.148,0.724,negative
although distance from surabaya here god damn around kilometers but believe that worth waterfall drop directly into sea unique but remember can swim hole below waterfall,-0.1531,0.128,0.148,0.724,negative
visit madura arrived here quite bagus place but access go bit hard bc we stepped hidup root,-0.1531,0.0,0.091,0.909,negative
criticism,-0.4404,0.0,1.0,0.0,negative
pay,-0.1027,0.0,1.0,0.0,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
the flow of the waterfall is really fast in the rainy season,-0.0772,0.0,0.106,0.894,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
unique water drop into sea directly but river used local pungent smell noticeable,-0.1406,0.0,0.114,0.886,negative
What rubbish are you disappointed?,-0.4767,0.0,0.437,0.563,negative
haunted,-0.4767,0.0,1.0,0.0,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
haunted,-0.4767,0.0,1.0,0.0,negative
adorable but place about minutes from sampang city also bit hard get here must use your own vehicle not really sure public transport get here,-0.3112,0.074,0.153,0.773,negative
bagus waterfall with view of sea rekomendasi stopping madura close proximity main road large parking area,-0.1531,0.0,0.096,0.904,negative
dirty clean place,-0.0516,0.409,0.439,0.152,negative
"toro waterfall is a must-visit tour for tourists, the location of the dangers of waterfalls, unfortunately, toro waterfalls know the people of toro pull waterfalls",-0.6808,0.0,0.196,0.804,negative
dirty place,-0.4404,0.0,0.744,0.256,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
parking attendant malak the pretext of entrusting the helmet helmet lost the risk of being arrested parking attendant put the post entrusted pay mala entrust mode forced disappointed,-0.9042,0.048,0.397,0.556,negative
dirty place,-0.4404,0.0,0.744,0.256,negative
"Look at the beauty of the land, consider the waterfall to go down to the sea, the water of the waterfall is dirty, dirty, and guarded",-0.25,0.117,0.178,0.706,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
haunted,-0.4767,0.0,1.0,0.0,negative
okay parking facilities dirty water logistics,-0.25,0.216,0.33,0.455,negative
parking attendant malak the pretext of entrusting the helmet helmet lost the risk of being arrested parking attendant put the post entrusted pay mala entrust mode forced disappointed,-0.9042,0.048,0.397,0.556,negative
nice by the highway unfortunately dirty water mixed with brown trash,-0.3612,0.174,0.329,0.497,negative
dirty clean guard area,-0.0516,0.355,0.382,0.263,negative
parking attendant malak the pretext of entrusting the helmet helmet lost the risk of being arrested parking attendant put the post entrusted pay mala entrust mode forced disappointed,-0.9042,0.048,0.397,0.556,negative
"toro waterfall is a must-visit tour for tourists, the location of the dangers of waterfalls, unfortunately, toro waterfalls know the people of toro pull waterfalls",-0.6808,0.0,0.196,0.804,negative
"disappointed, good afternoon view, sunset sunrise view",-0.0516,0.264,0.282,0.455,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
disappointed,-0.4767,0.0,1.0,0.0,negative
"When it's hot, pay for the waterfall facing the open sea",-0.1027,0.0,0.123,0.877,negative
very loss kereeenn,-0.3804,0.0,0.565,0.435,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
no swimming,-0.296,0.0,0.688,0.312,negative
wrong uni waterfall straight beautiful sea flow spoiled the eye wrong tour reliable unit sampang district madura seldom meet,-0.1027,0.215,0.23,0.556,negative
pay,-0.1027,0.0,1.0,0.0,negative
place flood sad nice horror advice rainy season sunset waterfall beach,-0.6486,0.156,0.453,0.391,negative
criticism,-0.4404,0.0,1.0,0.0,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
adorable but place about minutes from sampang city also bit hard get here must use your own vehicle not really sure public transport get here,-0.3112,0.074,0.153,0.773,negative
"based on the results of interviews with the residents of Toro Waterfall, save the story of the husband and wife, Sayyid Abdullah Siti Marwah, Buju Panyeppen, the wife's grave, the husband's grave",-0.25,0.086,0.139,0.775,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
nice by the highway unfortunately dirty water mixed with brown trash,-0.3612,0.174,0.329,0.497,negative
bagus waterfall with view of sea rekomendasi stopping madura close proximity main road large parking area,-0.1531,0.0,0.096,0.904,negative
different dirty photos,-0.4404,0.0,0.592,0.408,negative
place flood sad nice horror advice rainy season sunset waterfall beach,-0.6486,0.156,0.453,0.391,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
"damn, the sunset is really bad",-0.7574,0.0,0.619,0.381,negative
rainy season dirty water,-0.4939,0.0,0.677,0.323,negative
although distance from surabaya here god damn around kilometers but believe that worth waterfall drop directly into sea unique but remember can swim hole below waterfall,-0.1531,0.128,0.148,0.724,negative
although distance from surabaya here god damn around kilometers but believe that worth waterfall drop directly into sea unique but remember can swim hole below waterfall,-0.1531,0.128,0.148,0.724,negative
"toro waterfall is a must-visit tour for tourists, the location of the dangers of waterfalls, unfortunately, toro waterfalls know the people of toro pull waterfalls",-0.6808,0.0,0.196,0.804,negative
parking attendant malak the pretext of entrusting the helmet helmet lost the risk of being arrested parking attendant put the post entrusted pay mala entrust mode forced disappointed,-0.9042,0.048,0.397,0.556,negative
rainy season dirty water,-0.4939,0.0,0.677,0.323,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
"Sumenep North Waterfall Need to fight through the forest is quiet, the road is Jalan Ketapang, Malan stays at gas station, one homestay, morning water",-0.3818,0.0,0.098,0.902,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
"photo spots for entrance tickets only pay for car parking, rb motorbikes, rb prayer rooms for toilets",-0.1027,0.0,0.08,0.92,negative
dirty clean guard area,-0.0516,0.355,0.382,0.263,negative
What rubbish are you disappointed?,-0.4767,0.0,0.437,0.563,negative
"access there is difficult unfortunately the road is ugly narrow at night, dark lights",-0.802,0.0,0.427,0.573,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
difficult sea fall waterfall,-0.3612,0.0,0.455,0.545,negative
"it's really good, it's a shame the waterfall road is badly damaged, please be kind",-0.0534,0.329,0.337,0.333,negative
adorable but place about minutes from sampang city also bit hard get here must use your own vehicle not really sure public transport get here,-0.3112,0.074,0.153,0.773,negative
cramped dirty,-0.4404,0.0,0.744,0.256,negative
entrance ticket pay for parking afa culinary,-0.1027,0.0,0.189,0.811,negative
very loss kereeenn,-0.3804,0.0,0.565,0.435,negative
"damn, the sunset is really bad",-0.7574,0.0,0.619,0.381,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
rainy season dirty water,-0.4939,0.0,0.677,0.323,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
go there and eat the victim,-0.2732,0.0,0.296,0.704,negative
wrong uni waterfall straight beautiful sea flow spoiled the eye wrong tour reliable unit sampang district madura seldom meet,-0.1027,0.215,0.23,0.556,negative
criticism,-0.4404,0.0,1.0,0.0,negative
entrance ticket pay for parking afa culinary,-0.1027,0.0,0.189,0.811,negative
criticism,-0.4404,0.0,1.0,0.0,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
criticism,-0.4404,0.0,1.0,0.0,negative
pay parking stalls welcome toilet advice bathing waterfall category in danger sharp coral bwt gkbs swimming want to bathe mending beach,-0.128,0.165,0.184,0.651,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
the location of the roadside in the rainy season is muddy and slippery,-0.0772,0.0,0.098,0.902,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
"When it's hot, pay for the waterfall facing the open sea",-0.1027,0.0,0.123,0.877,negative
I drowned again,-0.5994,0.0,0.661,0.339,negative
entrance ticket pay for parking afa culinary,-0.1027,0.0,0.189,0.811,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
What rubbish are you disappointed?,-0.4767,0.0,0.437,0.563,negative
adorable place which bagus spot for relax take picture access easy but road from bangkal area not bagus condition we must drive carefully but still must go place once before die,-0.1531,0.198,0.137,0.665,negative
wrong uni waterfall straight beautiful sea flow spoiled the eye wrong tour reliable unit sampang district madura seldom meet,-0.1027,0.215,0.23,0.556,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
"toro waterfall is a must-visit tour for tourists, the location of the dangers of waterfalls, unfortunately, toro waterfalls know the people of toro pull waterfalls",-0.6808,0.0,0.196,0.804,negative
although distance from surabaya here god damn around kilometers but believe that worth waterfall drop directly into sea unique but remember can swim hole below waterfall,-0.1531,0.128,0.148,0.724,negative
I drowned again,-0.5994,0.0,0.661,0.339,negative
parking attendant malak the pretext of entrusting the helmet helmet lost the risk of being arrested parking attendant put the post entrusted pay mala entrust mode forced disappointed,-0.9042,0.048,0.397,0.556,negative
cramped dirty,-0.4404,0.0,0.744,0.256,negative
criticism,-0.4404,0.0,1.0,0.0,negative
murky loss,-0.3182,0.0,0.697,0.303,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
parking attendant malak the pretext of entrusting the helmet helmet lost the risk of being arrested parking attendant put the post entrusted pay mala entrust mode forced disappointed,-0.9042,0.048,0.397,0.556,negative
loss,-0.3182,0.0,1.0,0.0,negative
haunted,-0.4767,0.0,1.0,0.0,negative
go there and eat the victim,-0.2732,0.0,0.296,0.704,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
difficult sea fall waterfall,-0.3612,0.0,0.455,0.545,negative
long drive from bangkal with uneven surface dirty murky water not space take photos wasn expecting that actually worst than photos hidup google search would not recommend place for visit,-0.8446,0.0,0.252,0.748,negative
"damn, the sunset is really bad",-0.7574,0.0,0.619,0.381,negative
pay,-0.1027,0.0,1.0,0.0,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
pay parking stalls welcome toilet advice bathing waterfall category in danger sharp coral bwt gkbs swimming want to bathe mending beach,-0.128,0.165,0.184,0.651,negative
dirty brown waterfall,-0.4404,0.0,0.592,0.408,negative
long drive from bangkal with uneven surface dirty murky water not space take photos wasn expecting that actually worst than photos hidup google search would not recommend place for visit,-0.8446,0.0,0.252,0.748,negative
long drive from bangkal with uneven surface dirty murky water not space take photos wasn expecting that actually worst than photos hidup google search would not recommend place for visit,-0.8446,0.0,0.252,0.748,negative
rainy season dirty water,-0.4939,0.0,0.677,0.323,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
the location of the roadside in the rainy season is muddy and slippery,-0.0772,0.0,0.098,0.902,negative
criticism,-0.4404,0.0,1.0,0.0,negative
cramped dirty,-0.4404,0.0,0.744,0.256,negative
criticism,-0.4404,0.0,1.0,0.0,negative
the location of the roadside in the rainy season is muddy and slippery,-0.0772,0.0,0.098,0.902,negative
"damn, the sunset is really bad",-0.7574,0.0,0.619,0.381,negative
wrong uni waterfall straight beautiful sea flow spoiled the eye wrong tour reliable unit sampang district madura seldom meet,-0.1027,0.215,0.23,0.556,negative
very loss kereeenn,-0.3804,0.0,0.565,0.435,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
muddy water in the rainy season the volume of water is afraid,-0.0772,0.0,0.106,0.894,negative
pay,-0.1027,0.0,1.0,0.0,negative
nice by the highway unfortunately dirty water mixed with brown trash,-0.3612,0.174,0.329,0.497,negative
dirty clean place,-0.0516,0.409,0.439,0.152,negative
"photo spots for entrance tickets only pay for car parking, rb motorbikes, rb prayer rooms for toilets",-0.1027,0.0,0.08,0.92,negative
"Look at the beauty of the land, consider the waterfall to go down to the sea, the water of the waterfall is dirty, dirty, and guarded",-0.25,0.117,0.178,0.706,negative
bagus waterfall with view of sea rekomendasi stopping madura close proximity main road large parking area,-0.1531,0.0,0.096,0.904,negative
adorable but place about minutes from sampang city also bit hard get here must use your own vehicle not really sure public transport get here,-0.3112,0.074,0.153,0.773,negative
"north coast of madura, complete stop by toro waterfall, right in east ketapang, sampang district, the waterfall immediately falls into the sea, one madura rest, parking area, eat toilet",-0.296,0.0,0.073,0.927,negative
visit madura arrived here quite bagus place but access go bit hard bc we stepped hidup root,-0.1531,0.0,0.091,0.909,negative
place flood sad nice horror advice rainy season sunset waterfall beach,-0.6486,0.156,0.453,0.391,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
place flood sad nice horror advice rainy season sunset waterfall beach,-0.6486,0.156,0.453,0.391,negative
rainy season heavy dirty water,-0.4939,0.0,0.583,0.417,negative
nice by the highway unfortunately dirty water mixed with brown trash,-0.3612,0.174,0.329,0.497,negative
dumbfounded,-0.3818,0.0,1.0,0.0,negative
"Sumenep North Waterfall Need to fight through the forest is quiet, the road is Jalan Ketapang, Malan stays at gas station, one homestay, morning water",-0.3818,0.0,0.098,0.902,negative
different dirty photos,-0.4404,0.0,0.592,0.408,negative
"When it's hot, pay for the waterfall facing the open sea",-0.1027,0.0,0.123,0.877,negative
"damn, the sunset is really bad",-0.7574,0.0,0.619,0.381,negative
unique water drop into sea directly but river used local pungent smell noticeable,-0.1406,0.0,0.114,0.886,negative
adorable place which bagus spot for relax take picture access easy but road from bangkal area not bagus condition we must drive carefully but still must go place once before die,-0.1531,0.198,0.137,0.665,negative
"toro waterfall is a must-visit tour for tourists, the location of the dangers of waterfalls, unfortunately, toro waterfalls know the people of toro pull waterfalls",-0.6808,0.0,0.196,0.804,negative
dirty clean place,-0.0516,0.409,0.439,0.152,negative
haunted,-0.4767,0.0,1.0,0.0,negative
loss,-0.3182,0.0,1.0,0.0,negative
"photo spots for entrance tickets only pay for car parking, rb motorbikes, rb prayer rooms for toilets",-0.1027,0.0,0.08,0.92,negative
"based on the results of interviews with the residents of Toro Waterfall, save the story of the husband and wife, Sayyid Abdullah Siti Marwah, Buju Panyeppen, the wife's grave, the husband's grave",-0.25,0.086,0.139,0.775,negative
What rubbish are you disappointed?,-0.4767,0.0,0.437,0.563,negative
criticism,-0.4404,0.0,1.0,0.0,negative
adorable but place about minutes from sampang city also bit hard get here must use your own vehicle not really sure public transport get here,-0.3112,0.074,0.153,0.773,negative
pay parking stalls welcome toilet advice bathing waterfall category in danger sharp coral bwt gkbs swimming want to bathe mending beach,-0.128,0.165,0.184,0.651,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
"Look at the beauty of the land, consider the waterfall to go down to the sea, the water of the waterfall is dirty, dirty, and guarded",-0.25,0.117,0.178,0.706,negative
dirty ugly,-0.7351,0.0,1.0,0.0,negative
"disappointed, good afternoon view, sunset sunrise view",-0.0516,0.264,0.282,0.455,negative
dirty brown waterfall,-0.4404,0.0,0.592,0.408,negative
bagus waterfall with view of sea rekomendasi stopping madura close proximity main road large parking area,-0.1531,0.0,0.096,0.904,negative
"north coast of madura, complete stop by toro waterfall, right in east ketapang, sampang district, the waterfall immediately falls into the sea, one madura rest, parking area, eat toilet",-0.296,0.0,0.073,0.927,negative
I drowned again,-0.5994,0.0,0.661,0.339,negative
muddy water in the rainy season the volume of water is afraid,-0.0772,0.0,0.106,0.894,negative
although distance from surabaya here god damn around kilometers but believe that worth waterfall drop directly into sea unique but remember can swim hole below waterfall,-0.1531,0.128,0.148,0.724,negative
pay parking stalls welcome toilet advice bathing waterfall category in danger sharp coral bwt gkbs swimming want to bathe mending beach,-0.128,0.165,0.184,0.651,negative
different dirty photos,-0.4404,0.0,0.592,0.408,negative
nice disappointed there,-0.0772,0.406,0.449,0.145,negative
disappointed,-0.4767,0.0,1.0,0.0,negative
criticism,-0.4404,0.0,1.0,0.0,negative
"damn, the sunset is really bad",-0.7574,0.0,0.619,0.381,negative
haunted,-0.4767,0.0,1.0,0.0,negative
unique water drop into sea directly but river used local pungent smell noticeable,-0.1406,0.0,0.114,0.886,negative
nice waterfall scenery straight to the sea estuary gag disappointed,-0.2023,0.29,0.34,0.37,negative
disappointed,-0.4767,0.0,1.0,0.0,negative
pay parking stalls welcome toilet advice bathing waterfall category in danger sharp coral bwt gkbs swimming want to bathe mending beach,-0.128,0.165,0.184,0.651,negative
long drive from bangkal with uneven surface dirty murky water not space take photos wasn expecting that actually worst than photos hidup google search would not recommend place for visit,-0.8446,0.0,0.252,0.748,negative
very loss kereeenn,-0.3804,0.0,0.565,0.435,negative
Toro waterfall swimming must be swimming towards the beach trough tel. The victim violated the written order of the beach area,-0.6705,0.0,0.224,0.776,negative
place to suck,-0.4404,0.0,0.592,0.408,negative
murky loss,-0.3182,0.0,0.697,0.303,negative
dirty place,-0.4404,0.0,0.744,0.256,negative
nice by the highway unfortunately dirty water mixed with brown trash,-0.3612,0.174,0.329,0.497,negative
rainy season heavy dirty water,-0.4939,0.0,0.583,0.417,negative
cramped dirty,-0.4404,0.0,0.744,0.256,negative
dirty clean place,-0.0516,0.409,0.439,0.152,negative
"looking at the waterfall, doubtful, the waterfall is high, meters, walk for a while, park the waterfall, immediately need trekking",-0.34,0.0,0.112,0.888,negative
"Sumenep North Waterfall Need to fight through the forest is quiet, the road is Jalan Ketapang, Malan stays at gas station, one homestay, morning water",-0.3818,0.0,0.098,0.902,negative
place to suck,-0.4404,0.0,0.592,0.408,negative
"access there is difficult unfortunately the road is ugly narrow at night, dark lights",-0.802,0.0,0.427,0.573,negative
dirty clean guard area,-0.0516,0.355,0.382,0.263,negative
place flood sad nice horror advice rainy season sunset waterfall beach,-0.6486,0.156,0.453,0.391,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
loss,-0.3182,0.0,1.0,0.0,negative
annoying trash,-0.4019,0.0,0.73,0.27,negative
dirty clean guard area,-0.0516,0.355,0.382,0.263,negative
"photo spots for entrance tickets only pay for car parking, rb motorbikes, rb prayer rooms for toilets",-0.1027,0.0,0.08,0.92,negative
good but scary,-0.5187,0.269,0.593,0.138,negative
nice waterfall scenery straight to the sea estuary gag disappointed,-0.2023,0.29,0.34,0.37,negative
criticism,-0.4404,0.0,1.0,0.0,negative
"looking at the waterfall, doubtful, the waterfall is high, meters, walk for a while, park the waterfall, immediately need trekking",-0.34,0.0,0.112,0.888,negative
adorable but place about minutes from sampang city also bit hard get here must use your own vehicle not really sure public transport get here,-0.3112,0.074,0.153,0.773,negative
photo spots to get bored,-0.2732,0.0,0.344,0.656,negative
dirty photo trash trash street evaluation,-0.4404,0.0,0.367,0.633,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
nice waterfall scenery straight to the sea estuary gag disappointed,-0.2023,0.29,0.34,0.37,negative
"based on the results of interviews with the residents of Toro Waterfall, save the story of the husband and wife, Sayyid Abdullah Siti Marwah, Buju Panyeppen, the wife's grave, the husband's grave",-0.25,0.086,0.139,0.775,negative
"damn, the sunset is really bad",-0.7574,0.0,0.619,0.381,negative
"based on the results of interviews with the residents of Toro Waterfall, save the story of the husband and wife, Sayyid Abdullah Siti Marwah, Buju Panyeppen, the wife's grave, the husband's grave",-0.25,0.086,0.139,0.775,negative
place to suck,-0.4404,0.0,0.592,0.408,negative
"access there is difficult unfortunately the road is ugly narrow at night, dark lights",-0.802,0.0,0.427,0.573,negative
"it's scary when it's raining stones, the road is slippery",-0.4939,0.0,0.262,0.738,negative
dirty place,-0.4404,0.0,0.744,0.256,negative
loss,-0.3182,0.0,1.0,0.0,negative
murky loss,-0.3182,0.0,0.697,0.303,negative
visit madura arrived here quite bagus place but access go bit hard bc we stepped hidup root,-0.1531,0.0,0.091,0.909,negative
okay parking facilities dirty water logistics,-0.25,0.216,0.33,0.455,negative
pay parking stalls welcome toilet advice bathing waterfall category in danger sharp coral bwt gkbs swimming want to bathe mending beach,-0.128,0.165,0.184,0.651,negative
dirty place,-0.4404,0.0,0.744,0.256,negative
place flood sad nice horror advice rainy season sunset waterfall beach,-0.6486,0.156,0.453,0.391,negative
"based on the results of interviews with the residents of Toro Waterfall, save the story of the husband and wife, Sayyid Abdullah Siti Marwah, Buju Panyeppen, the wife's grave, the husband's grave",-0.25,0.086,0.139,0.775,negative
"disappointed, good afternoon view, sunset sunrise view",-0.0516,0.264,0.282,0.455,negative
